path	type	strategy	rel_file_path	timestamp	dirty	build	touch_build	node_x	node_y	node_color
/project1/learn_td/escher_fractal_tower/render_cam	cam	tdn	project1/learn_td/escher_fractal_tower/render_cam.tdn	2026-08-27 07:04:23 UTC		1	099.2025.32460	2675	-500	0.3000,0.5000,0.9000
/project1/learn_td/escher_penrose_stairs	geo	tdn	project1/learn_td/escher_penrose_stairs.tdn	2026-08-27 07:04:21 UTC		2	099.2025.32460	-400	-800	0.3000,0.5000,0.9000
/project1/learn_td/escher_penrose_stairs/render_cam	cam	tdn	project1/learn_td/escher_penrose_stairs/render_cam.tdn	2026-08-27 07:04:23 UTC		1	099.2025.32460	150	200	0.3000,0.5000,0.9000
/project1/learn_td/escher_spiral_staircase	geo	tdn	project1/learn_td/escher_spiral_staircase.tdn	2026-08-27 07:04:21 UTC		2	099.2025.32460	-400	-1200	0.3000,0.5000,0.9000
/project1/learn_td/escher_spiral_staircase/render_cam	cam	tdn	project1/learn_td/escher_spiral_staircase/render_cam.tdn	2026-08-27 07:04:23 UTC		1	099.2025.32460	150	200	0.3000,0.5000,0.9000
/project1/worldgen	base	tdn	project1/worldgen.tdn	2026-08-27 07:04:20 UTC		2	099.2025.32460	1000	-600	0.3000,0.5000,0.9000
/project1/worldgen/pieces	base	tdn	project1/worldgen/pieces.tdn	2026-08-27 07:04:21 UTC		2	099.2025.32460	0	200	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_belvedere	geo	tdn	project1/worldgen/pieces/wg_belvedere.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	2400	0	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_belvedere/render_cam	cam	tdn	project1/worldgen/pieces/wg_belvedere/render_cam.tdn	2026-08-27 07:04:25 UTC		1	099.2025.32460	0	400	0.3000,0.5000,0.9000
/project1/worldgen/pieces/wg_waterfall	geo	tdn	project1/worldgen/pieces/wg_waterfall.tdn	2026-08-27 07:04:23 UTC		2	099.2025.32460	0	-600	0.3000,0.5000,0.9000
